"proteinID","geneName","ratio0","ratio120","target","binder"
"YKR095W-A","PCC1",0,1.77728293575566,FALSE,"gis2"
"YLL026W","HSP104",0,1.05859357727236,FALSE,"gis2"
"YLL041C","SDH2",0,1.34465808988176,FALSE,"gis2"
"YLR083C","EMP70",0,-0.548564669562996,TRUE,"gis2"
"YLR086W","SMC4",0,1.33473987866864,FALSE,"gis2"
"YLR258W","GSY2",0,1.50756632753404,FALSE,"gis2"
"YLR262C-A","TMA7",0,0.242937800200565,TRUE,"gis2"
"YLR275W","SMD2",0,1.02729562405091,FALSE,"gis2"
"YLR448W","RPL6B",-0.186508146240368,-0.398208416137974,TRUE,"gis2"
"YML100W","TSL1",0,2.10644882889577,FALSE,"gis2"
"YML128C","MSC1",0,3.13504228623365,FALSE,"gis2"
"YMR090W","YMR090W",0,3.15292972735954,FALSE,"gis2"
"YMR105C","PGM2",0,2.25716151983692,FALSE,"gis2"
"YMR129W","POM152",0,0.121148056475311,TRUE,"gis2"
"YMR169C","ALD3",0,1.74996325816927,FALSE,"gis2"
"YMR311C","GLC8",0,1.23860345449236,FALSE,"gis2"
"YNL015W","PBI2",0,1.4365349937602,FALSE,"gis2"
"YNL200C","YNL200C",0,1.14860877020522,FALSE,"gis2"
"YNL255C","GIS2",0,-3.77700754232545,FALSE,"gis2"
"YNL274C","GOR1",0,1.70566832470645,FALSE,"gis2"
"YOL121C","RPS19A",0.312665173558394,0.0806576633452252,TRUE,"gis2"
"YOR099W","KTR1",0,0.257010618206024,TRUE,"gis2"
"YOR215C","AIM41",0,1.05505679336894,FALSE,"gis2"
"YOR254C","SEC63",0,-0.121596383019004,TRUE,"gis2"
"YPL004C","LSP1",0.517225292502459,1.12386480990996,FALSE,"gis2"
"YPL154C","PEP4",0,1.11875838897983,FALSE,"gis2"
"YPL249C-A","RPL36B",0.177088602105968,-0.0300151685193056,TRUE,"gis2"
"YPR127W","YPR127W",0,1.2644163265167,FALSE,"gis2"
"YPR159W","KRE6",0,-0.154024281664407,TRUE,"gis2"
"YAL023C","PMT2",0,-0.0137128596651385,TRUE,"kel3"
"YAL038W","CDC19",0.0974759590132685,0.287354085029207,TRUE,"kel3"
"YAR002C-A","ERP1",-0.114675542204645,-0.145158538989132,TRUE,"kel3"
"YBL099W","ATP1",0,-0.342963720922448,TRUE,"kel3"
"YCR004C","YCP4",0,-0.00296056044615673,TRUE,"kel3"
"YDR044W","HEM13",0,-1.09117172408621,FALSE,"kel3"
"YDR064W","RPS13",0,-0.0343819233803904,TRUE,"kel3"
"YDR171W","HSP42",0,-1.23473684532474,FALSE,"kel3"
"YDR502C","SAM2",0,1.02467428041162,FALSE,"kel3"
"YER091C","MET6",-0.650498839162427,0.532067552289031,TRUE,"kel3"
"YFL014W","HSP12",0,-1.24869054018943,FALSE,"kel3"
"YPL220W;YGL135W","RPL1A;RPL1B",-0.103332893336505,-0.129449838203609,TRUE,"kel3"
"YGL245W","GUS1",0,0.178746505981816,TRUE,"kel3"
"YPR102C;YGR085C","RPL11A;RPL11B",0.0792927672728535,0.0511632525821146,TRUE,"kel3"
"YIL136W","OM45",0,-1.04641440462956,FALSE,"kel3"
"YJL052W","TDH1",-1.61307871778218,-1.94258438757276,FALSE,"kel3"
"YJL121C","RPE1",0,-0.0713909058375358,TRUE,"kel3"
"YJL130C","URA2",0,-1.15723834283487,FALSE,"kel3"
"YJR016C","ILV3",0,-0.506721584080756,TRUE,"kel3"
"YJR045C","SSC1",0.24074173121534,0.174917695239588,TRUE,"kel3"
"YJR064W","CCT5",0,0.0698396250686344,TRUE,"kel3"
"YKL029C","MAE1",0,-0.418465565091673,TRUE,"kel3"
"YKL127W","PGM1",0,0.332851122072154,TRUE,"kel3"
"YLR075W","RPL10",-0.0921094824293697,-0.112318770657008,TRUE,"kel3"
"YLR150W","STM1",0,0.123798608462622,TRUE,"kel3"
"YLR178C","TFS1",0,-1.02717502844212,FALSE,"kel3"
"YLR180W","SAM1",0.255319440705788,1.06329584202958,FALSE,"kel3"
"YLR249W","YEF3",-0.195880339681423,-0.133005007919189,TRUE,"kel3"
"YML128C","MSC1",-0.950564392630238,-1.53320062814755,FALSE,"kel3"
"YML131W","YML131W",0,1.04670058674162,FALSE,"kel3"
"YMR031C","EIS1",0,-1.16271873369738,FALSE,"kel3"
"YMR096W","SNZ1",0,-1.76650456332546,FALSE,"kel3"
"YMR108W","ILV2",-0.399482839796615,-0.193172788630329,TRUE,"kel3"
"YNL036W","NCE103",-0.117223935397031,1.95490352297542,FALSE,"kel3"
"YNL112W","DBP2",0,-0.288698934102251,TRUE,"kel3"
"YOL058W","ARG1",0,-1.0453718765013,FALSE,"kel3"
"YOL140W","ARG8",0,-1.79756347100749,FALSE,"kel3"
"YPL019C","VTC3",0,1.26393580857533,FALSE,"kel3"
"YPL037C","EGD1",0,-0.191458434175257,TRUE,"kel3"
"YPL106C","SSE1",0.298775603076542,0.136847604192881,TRUE,"kel3"
"YPL231W","FAS2",0,0.293370484204753,TRUE,"kel3"
"","",0,0,FALSE,"lys1"
"YDR033W;YBR054W","MRH1;YRO2",0,-1.69310784902393,FALSE,"mrh1"
"YDR258C","HSP78",0,-1.05547135075142,FALSE,"mrh1"
"YGL092W","NUP145",0,1.0112093614203,FALSE,"mrh1"
"YJL130C","URA2",0,-1.15418481477843,FALSE,"mrh1"
"YNL112W","DBP2",-0.0210283066297883,0.202637126189838,TRUE,"mrh1"
"YPL019C","VTC3",0,1.16343432481659,FALSE,"mrh1"
"YAR002C-A","ERP1",0,0.262793936620655,TRUE,"nop6"
"YDR064W","RPS13",0,-0.0975173130166089,TRUE,"nop6"
"YGL122C","NAB2",0,-1.67461358534023,FALSE,"nop6"
