"","APM3","DBP3","MRH1","NSR1","SSZ1","YBL028C","ZUO1"
"YKL035W",0.5358538940959,-0.310468237620261,-0.32573822988489,-1.4481936269188,-1.45937751858763,-0.019843052988475,-0.659608642779922
"YKL067W",0,-0.31295723344895,0,0,-1.16935524941978,0,0
"YKL085W",0.578890421237756,-0.466038034654849,-0.362621605127705,-1.57737946165944,-1.1455414875954,-0.0120970794798105,0.620956518011914
"YKL103C",0.990228793426012,-0.712764134747226,-0.437369245382111,-2.57372450900266,-1.62237646236427,0.058108649401174,-0.579361304289706
"YKL104C",0.0563060603318765,0.334453862323681,0.0827025893302493,0.203138497190849,0.689656993994882,0.102187793223615,1.07608016949772
"YKL106W",0,0,0.193077821546367,-1.00153006782263,0.293723609904934,-0.116473020589765,0
"YKL110C",-0.625155258710266,0,0,1.0725860470686,1.29953773957278,0,0.881116408511902
"YKL142W",0.206518201665115,-0.648801377608711,0,-1.27690457318886,-0.938845936792899,-0.0534787294600554,-0.0717244383880651
"YKL150W",0.879235245527705,-0.163477957623868,-0.399349638378805,-2.52134911708899,-0.188745567198283,0.123401335971914,-0.520707344217172
"YKL151C",0.575312330687437,-0.179024583394838,-0.561792328502409,-1.99930767252568,-1.58818330319331,0.0515809206306449,-0.517709288220282
"YKL193C",0.444030911158393,-0.379544962882755,-0.291503726987849,-1.04403258921618,-0.654263004835957,-0.0428282927536095,-0.336099816599953
"YLL018C",-0.0533589602457789,0.362554049350754,0.0880058712900202,0.176322772640463,0.622180704220592,0.16471023511392,1.20062989798307
"YLL026W",0.746226761176938,-0.347472203866683,-0.230871482259885,-0.607968396549522,-1.44147765110645,-0.0377101117090013,-0.0891445607649091
"YLL034C",0,0.5358538940959,0.193330195384304,1.01585434537976,0,0,0.691891444525011
"YLL041C",0.842616855918568,-0.151362038095294,-0.460131495465982,-1.74632531792691,-0.765694894400896,0.121545949846959,0.317998617861435
"YLR002C",-0.366782710328262,0.46341320381782,0.210139457401668,0.898014819066763,0,0,1.14958455315814
"YLR009W",-0.638052016583243,0.487280529383726,0,0.49467161164755,1.04040151528421,-0.0888376631397035,0
"YLR029C",-0.40700007334713,0.233765376808338,0.206018004020896,1.08834516129908,0.903346834982207,-0.00153006782262955,-0.0418078084474063
"YLR056W",0,0,0,0,1.97030149701759,0,0
"YLR089C",0.16349873228288,0.061015774681628,0.246955265042952,-0.0417883518903098,0.398459827122383,0.245860701840353,1.38807929836632
"YLR106C",-0.362399027113473,0,-0.183719790055624,0.219214995795424,0.68920968830163,0.0749164020524617,1.18358179111782
"YLR133W",0,0,-0.176821309904362,-1.02717502844212,-0.0705422616713657,-0.239412836480061,0
"YLR178C",1.01628236012999,-0.55883526587085,-0.720445502921267,0,-3.18744427337657,-0.177849085480586,0
"YLR270W",0.568032104771279,0,-0.366578089884117,-1.26073946161997,-0.964911042232881,-0.188627618657586,0.359296258892197
"YLR276C",-0.46990927598752,0.638954249797834,0.296193072614792,0.893828147372795,1.32313945002375,0,1.81954556964246
"YLR300W",0,-0.241747998296846,-0.248056460075254,-1.14627575667091,-0.756233442931557,-0.00505828982302896,-0.150641191148
"YLR303W",0.356594581996132,-0.462395793234584,0.0236102151826453,0.15665548884686,2.26579692475975,-0.0736361571482622,1.75450273218095
"YLR325C",-0.00958239400639049,-0.120984383351425,-0.0813542564538225,0.0271540515037266,-0.0364814860913899,1.14649803196887,-0.166243616581874
"YLR335W",0,0,0.295487943059753,0,0,0,1.06557231159362
"YLR384C",-0.241611534520648,-0.0749728298444102,0.0409625477784978,0.250961573533219,0.469781806806864,0.325961996171852,1.24409549029655
"YLR410W",-0.277673880013201,-0.0574367018974941,0,0,0,0,1.23309043174766
"YLR449W",-0.375047546529354,0.329984649758421,0.30170469621916,1.05595915022828,0.614191558525291,-0.0455505421137256,0.655535016352104
"YML057W",0,1.10862481468165,0,-0.462356038070115,-0.0996335740360644,0,0.490570130446201
"YML070W",0.28143119699561,-0.268747232631257,-0.2468918498908,-1.11863295498446,-1.04569944702792,-0.00487009301139955,-0.582922530177325
"YML100W",1.22020611308018,0,-0.529614114954092,0,-3.06467604164757,0.128293401009818,-0.824188006278269
"YML110C",0,0,-0.273674468635861,-1.36193543317865,0,0.060185765046563,0
"YML120C",0.756767124062625,0.0560285389227513,-0.277988714716583,-1.47894926309904,-0.545803045726455,0.201257456843241,0.860287462510741
"YML128C",0.808014289089598,-0.110417432003823,-0.796184928225048,0,-3.63669657675324,-0.0183518951907216,-0.53774713069144
"YMR090W",1.08501667348871,-0.371720994577143,-0.841042592242437,0,0,-0.00881287532537324,0
"YMR105C",1.46717512261402,-0.581734477866927,-0.822783799163937,-1.47240914672552,-3.21116397298755,-0.128424418095402,-1.75876996448455
"YMR110C",0,0.0377336274465149,-0.699559942470457,-1.10200066473021,0,0,-0.292846311275512
"YMR145C",0,1.14260948729867,0,-0.406120404542791,0,0.412293771333417,1.40615567439867
"YMR169C",0.635615105869743,-0.561707148420853,-0.767633951444623,0,-2.1871157385356,-0.324924797252251,-1.01657037533329
"YMR186W",0.107249183135426,0.329988140365526,0.855714884991307,0.912930332835552,1.24662256605506,0.388049041108809,0.307415265188471
"YMR241W",0,0,0,0,0,0,1.03294716409913
"YMR290C",-0.572844404573746,0.533961965345152,0.377623537635727,0.72194131268466,1.58909230993594,0.199373960721821,0.183454754174942
"YMR297W",0.4291070817805,-0.175924643748438,-0.29634997567502,-1.20283757085049,-0.800801957776933,0.0916659875218129,-0.275960984232732
"YMR300C",-0.0834316374685725,0.677350377195178,0.132905812011507,0.100843124433112,1.24202317767196,0.0877343818197254,0.383828687162435
"YMR315W",0.204641565610421,-0.24446289700614,-0.420607422460311,-1.09643720887026,-1.22222892516309,-0.271252274570242,-0.605815152763215
"YNL036W",-2.01374198942478,2.28199491780312,0,0,1.34596403034287,0,1.54942274574666
"YNL055C",0.545573056035032,-0.201941187944823,-0.400225187198914,-1.1949552386296,-0.476357757061717,-0.0395031172443319,0.324925784055321
"YNL132W",0,0.45617532497867,0.3689359321979,0,1.11596543158681,0,0
"YNL134C",0.277270659655642,-0.351534556972686,-0.243745257276094,-1.18991067231024,-0.607814486798079,-0.0243698137191764,-0.570807199135616
"YNL201C",0.0943712105925172,-0.375571523253728,0.0392787953513676,0.163241085163543,-0.0209697527242093,0.174022842055414,1.10621429609097
"YNL274C",0.598460492470133,0.0248869993131795,-0.337794500346383,0,-1.54405604637531,0.0223323000980564,0.124063396027078
"YOL120C",-0.225877511325073,1.14347866589111,0.273098089178491,1.06674363795618,1.12406339602708,0.0328061450832415,0.673541719834901
"YNL313C",0,0,0,0,0,0,1.10245657665073
"YNR001C",0.301821736339363,-0.131344838420314,-0.395700900359155,-1.15081736492194,-0.775342265879262,-0.0205160405160765,-0.133368919305999
"YNR016C",0.80908267279453,0.14881624139035,-0.5534385031456,-0.524894358998528,0.149519521490029,0.120219211624994,1.07936104275338
"YNR053C",-0.5057584964038,0.50568771893437,0.146003451138925,0.255216268307933,1.005687420137,0.190678065617533,0.848637961904706
"YOL058W",0.397364885478379,-0.152564250637479,0.281193774952634,0,1.20182202651229,0.339935493391058,0.438825113175625
"YOR120W",0.357608303813849,0.234256047688296,-0.616104973389155,-0.575916369265649,-1.79911904571404,-0.1025427023446,0.103396924492231
"YOR142W",0.292546187950339,-0.233125018611807,-0.401234630946715,-1.17556613327117,-0.507336657224164,-0.148256954212155,0.0665370023957913
"YOR173W",2.38084025031927,-0.549620119928959,-0.550232635126333,0,0,0.0727232310216205,-1.39228856916648
"YOR206W",-0.292581228553026,0.590530164319821,0.443818796912493,1.2190910582462,1.07073278582443,0.124460486274336,0.785759774427011
"YOR207C",0,0,0.220453786049186,0.620023297626271,1.31417445108964,0,0
"YOR215C",0.59960344760291,0,0,0,-1.2513670278087,-0.0332447044652154,-0.458227470939884
"YOR241W",0,0,0,-0.891401946743349,0,-1.08807070457652,0.1764504391191
"YOR260W",-0.19947071975209,0.302523777735644,0.134615244425109,0,1.00180224263399,0,0
"YOR285W",0.232292362089149,-0.228807419484901,-0.333843330455404,0,-1.12032559699429,-0.0934018202189065,-0.359675229629429
"YOR303W",-0.999884589013107,1.47648538159739,0,0.594930669812392,0,0,1.52306006179525
"YOR317W",0.139469495038796,0.117562069256979,-0.293482708603252,-1.41530682749123,-0.62390969610434,-0.0365554700730723,0.223546115952818
"YOR356W",0.289008145530796,0.47227980043155,0,0,-1.12989178233582,-0.23195545134841,0
"YOR361C",-0.209444799652575,0.467383830757731,0.462471189392651,1.37077806274087,0.545276500131239,0.00504061670053014,0.40610123821186
"YOR374W",-0.018863393308704,-0.165563840587187,-0.539184058492162,-1.34340295321027,-1.37015382103908,-0.10631161781015,-0.161895346714657
"YOR375C",-0.11789884074634,0.170041723667585,-0.0086888625539239,-0.167124920842614,0.512329252881776,0.105549375941524,-1.24580839345878
"YPL004C",1.73011452686598,0.0224743465748992,-0.340185017534043,-1.49567132600285,-0.64800142011921,0.148814987134235,-0.1573637238765
"YPL019C",0,1.47948927097855,1.11683049632671,0,1.12934896721084,0,0.739848102699327
"YPL078C",0.444455046113936,0.0304067104260458,-0.152323727970403,-1.22802993230181,-0.670520439298117,0.00705194251649003,0.111432005361987
"YPL093W",-0.576733796808561,0.731096329614531,0.421263700854267,1.61894338330183,1.49415956371284,0,0
"YPL154C",0.387693396253313,-0.377182071255359,-0.308644508068939,-1.64236917712299,-1.1247546586996,-0.0027726370626598,-0.575572327760245
"YPL240C",0.450802152879819,-0.358435474940772,0.234869151705381,1.03428615771194,0,0.0207688650945719,-0.0782285519312694
"YPL271W",0,0,0,-1.08133899266626,0,0.02091106558169,0
"YPR020W",0.185612862342351,0.177216200836063,-0.244360355186474,-1.15546972316483,-0.507152107745642,-0.110464156194269,0.111565544959518
"YPR035W",-0.16632456363486,-0.571921944683162,-0.361842732265488,-0.552262128946433,-0.886566197395951,-0.353265909108823,-1.15871921884923
"YPR088C",-0.0204575073974604,0.126576457013373,0.147176426980946,0.518031492602169,1.17146305600258,0.103933991056233,0
"YPR127W",0,-0.710189137388417,-0.0815221687763197,0,-1.51066259111062,-0.00570992996198424,0
"YPR144C",-0.486327349868067,0,0.310921735230344,0.822036672023314,1.0995645271632,0.236094578637878,0.398131431876634
"YPR159W",0,0,0,0,0,0.147697443613871,1.14808808264534
"YPR160W",1.37167037096268,-0.156241217857487,-0.483359484412352,0,-1.82097311406571,0.159758338056298,0.0989584800881688
"YPR166C",0.188527526774402,0,-0.369930078011198,-1.15229166131098,0,-0.120639267265754,-0.432435082918923
"YPR191W",0.593975179320556,-0.0923863145170367,-0.362417573969816,-1.43089782704644,-0.670176041215566,-0.0601265176632012,0.120617361217942
